AGE,S1,S2,PhD,YEARSEXP,S3,PU1,PU2,PU3,PEU1,PEU2,PEU3,ENJ1,ENJ2,Qu1,Qu2,Qu3,Qu4,Qu5,Vis1,Vis2,Vis3,Im1,Im2,Im3,SA1,SA2,SA3,Use1,Use2,Use3,Use4,Use5,Pf1,Pf2,Pf3,JR1,JR2,BI1,BI2,Inc1,Inc2,Inc3,Inc4,Exp1,Exp2,Exp3,Exp4,Exp5,Class
45,0,0,0,8,1,4,4,5,4,4,3,4,4,4,3,3,3,3,3,3,3,3,4,3,4,4,5,3,3,3,3,4,3,2,3,4,3,3,4,3,3,3,3,4,4,4,2,3,inlier
57,0,0,1,22,1,4,4,5,4,4,4,2,4,3,3,3,4,4,4,4,4,3,4,3,4,4,5,5,5,5,5,4,1,1,3,1,1,5,5,5,5,5,1,5,5,1,1,5,inlier
47,0,4,0,7,1,3,4,5,4,4,2,4,3,5,5,5,3,4,3,3,4,5,3,4,5,5,5,4,2,5,5,5,2,5,5,4,2,5,4,3,4,3,3,5,5,5,2,2,inlier
53,0,1,0,5,1,3,3,3,3,3,2,3,2,4,4,4,3,4,2,2,2,3,2,3,5,5,5,3,2,3,3,5,2,4,5,4,3,3,3,1,4,4,4,4,4,4,2,2,inlier
46,0,5,0,1,1,4,4,4,5,5,5,4,4,4,4,3,5,4,4,4,3,2,2,2,4,5,5,1,1,3,3,4,5,5,5,5,5,3,3,4,2,4,4,1,3,4,1,1,inlier
48,0,0,0,5,1,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,3,3,4,4,5,5,5,3,2,3,3,4,3,4,3,5,5,4,3,4,4,4,4,3,3,3,2,3,inlier
37,0,0,0,6,1,2,4,3,4,4,3,4,4,4,5,3,2,3,4,2,2,3,2,2,4,4,4,1,1,2,2,2,3,4,1,4,3,2,2,3,2,3,4,2,3,4,2,4,inlier
56,0,0,0,12,1,2,2,3,5,5,3,2,1,2,3,2,1,3,2,1,1,1,2,2,4,5,5,2,2,3,3,3,1,3,2,4,3,2,2,2,1,1,1,2,3,4,1,1,inlier
37,0,4,0,6,1,4,4,4,4,4,4,5,5,3,3,3,2,3,3,3,2,4,4,4,4,4,4,4,1,3,4,3,2,3,2,3,3,4,3,5,5,5,5,5,4,5,2,3,inlier
31,0,0,0,4,1,2,2,3,5,4,4,5,4,2,4,1,5,3,1,2,1,1,2,2,5,5,5,1,1,1,1,1,1,3,1,2,3,1,1,4,3,4,4,2,3,4,1,1,inlier
51,0,3,1,20,1,3,3,4,5,4,5,4,5,3,3,2,2,3,3,4,2,2,5,2,5,2,5,1,1,3,3,2,5,3,1,5,3,3,3,5,4,5,5,4,4,3,3,4,outlier
45,0,0,0,17,1,3,3,3,2,4,5,3,4,3,3,2,2,3,3,4,3,2,2,2,4,4,4,2,2,2,2,3,4,4,1,4,2,3,2,2,2,2,2,2,2,2,2,2,inlier
33,0,1,1,9,1,2,2,2,5,3,4,2,3,3,3,2,4,2,2,3,1,1,1,2,5,3,5,1,1,1,1,1,3,2,4,3,1,2,2,2,2,2,2,1,2,3,1,4,outlier
34,0,4,0,9,1,4,3,4,3,4,3,4,3,2,3,2,2,2,4,4,1,2,3,1,4,4,5,1,2,3,2,3,1,2,1,5,3,3,3,4,3,3,3,2,2,3,2,5,outlier
33,0,5,0,3,1,4,4,4,4,4,4,5,5,4,4,3,3,3,3,3,3,2,2,4,4,4,5,1,2,3,4,3,3,4,1,5,5,4,4,5,4,5,5,2,4,4,1,3,inlier
37,0,1,0,6,1,4,3,5,5,5,4,4,4,5,4,4,2,4,3,4,2,3,3,5,4,4,4,3,3,3,3,4,5,4,4,4,2,3,3,4,5,5,3,2,5,5,1,3,inlier
40,0,1,1,10,1,3,3,5,4,5,4,1,2,3,3,3,5,3,3,4,1,1,1,1,3,5,5,3,1,4,1,5,5,1,1,3,3,3,3,5,5,5,5,4,4,4,1,1,inlier
34,0,4,1,10,1,4,4,5,5,5,3,4,4,4,4,3,1,4,3,2,3,4,4,3,5,1,4,3,1,4,4,4,1,1,1,3,1,3,4,2,4,1,1,4,3,2,1,1,inlier
38,0,1,0,7,1,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,1,2,3,4,5,5,5,3,3,4,4,4,2,4,3,5,3,4,4,4,4,4,4,4,4,4,2,4,inlier
34,0,2,0,3,1,3,2,2,5,5,3,4,4,3,3,3,4,2,3,3,1,4,2,4,5,5,5,1,2,2,2,2,2,2,2,5,3,2,2,4,4,5,3,2,4,4,1,2,inlier
50,0,1,1,17,1,2,3,5,5,4,4,4,3,3,3,3,3,3,4,2,2,2,2,2,4,5,5,2,2,4,3,4,1,1,3,2,2,3,4,3,2,3,2,4,5,5,5,3,inlier
39,0,0,0,10,1,3,3,3,5,5,2,5,5,3,3,4,3,3,2,2,2,4,3,3,3,4,4,1,1,3,3,2,1,1,1,5,4,3,2,5,3,5,4,2,2,5,1,2,inlier
39,0,5,1,12,1,4,3,3,4,4,2,3,3,4,4,4,3,2,2,3,2,2,3,2,4,4,4,1,1,2,3,3,3,2,2,4,2,2,2,4,3,3,3,2,3,3,1,2,inlier
40,0,5,0,16,1,3,3,2,4,2,4,3,3,2,2,2,4,2,3,2,1,2,2,2,4,4,4,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,inlier
41,0,1,1,10,1,3,3,4,3,5,4,4,3,4,4,3,2,3,2,3,3,4,4,3,3,4,4,2,2,4,4,3,2,3,2,3,3,3,3,3,3,4,4,5,5,5,3,2,inlier
39,0,4,0,10,1,3,5,4,5,4,4,4,4,3,2,3,3,3,2,3,1,4,4,3,4,4,5,2,2,4,4,4,2,2,3,3,3,3,3,4,3,4,4,5,5,5,1,4,inlier
42,0,2,1,15,1,4,5,5,5,5,4,5,4,4,4,4,1,3,3,4,2,4,3,4,3,1,4,3,2,4,3,5,2,1,2,3,3,3,3,1,1,1,1,4,2,3,2,3,inlier
36,0,4,0,12,1,4,3,4,4,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,5,4,3,4,3,3,2,4,4,5,4,1,2,3,4,4,3,2,3,2,3,4,5,1,inlier
47,0,4,1,24,1,1,2,2,4,3,4,3,3,1,2,2,3,1,1,3,2,2,4,3,4,3,5,2,1,2,2,2,1,1,4,4,4,2,2,2,2,2,2,3,2,1,1,2,inlier
51,0,4,0,8,1,3,3,4,3,3,2,3,3,4,4,4,4,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,1,1,2,4,4,2,2,2,4,4,2,3,3,3,2,1,outlier
35,0,4,1,5,1,4,4,5,5,5,5,5,5,5,5,4,2,4,5,3,1,5,5,5,5,5,5,4,2,2,2,5,1,3,3,5,5,4,4,5,2,2,2,5,5,5,1,4,inlier
52,0,4,0,5,1,5,5,5,5,3,5,4,4,3,3,2,2,3,4,4,5,4,5,5,5,5,5,4,2,5,5,5,4,5,3,5,5,4,4,5,2,2,2,5,4,4,1,3,inlier
45,0,0,0,3,1,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,2,3,3,3,5,5,5,1,1,4,4,4,2,4,4,5,3,3,3,5,3,3,3,3,4,4,1,4,outlier
36,0,5,0,3,1,4,4,3,4,5,4,5,5,4,4,4,3,2,4,4,1,3,4,4,5,5,5,2,2,3,3,4,1,2,1,5,5,5,4,4,5,5,4,4,4,4,3,5,inlier
36,0,2,0,10,1,4,4,5,4,3,3,4,4,4,4,3,4,4,3,3,2,3,3,4,4,4,4,4,4,3,3,4,2,2,1,4,2,2,4,2,3,4,2,3,4,4,2,2,inlier
39,0,0,0,4,1,4,3,4,4,4,4,5,5,4,3,4,2,4,3,3,1,3,5,3,5,5,5,2,1,4,3,4,2,3,4,5,5,4,3,5,4,3,2,3,4,4,1,3,inlier
45,0,5,1,22,1,2,2,2,3,3,3,2,3,2,2,1,5,1,2,3,1,1,3,1,4,4,4,2,2,1,1,2,4,4,2,2,1,1,1,5,3,3,5,1,2,1,1,4,inlier
46,0,3,1,10,1,5,5,5,5,5,3,5,4,4,4,4,2,4,4,3,2,2,4,4,4,2,4,3,3,4,2,4,2,3,1,4,3,4,4,4,4,4,4,4,4,4,2,4,inlier
46,0,3,1,20,1,3,3,4,5,5,3,4,5,3,3,3,3,2,3,2,1,3,4,3,5,5,5,2,2,4,4,4,1,1,1,4,4,3,3,5,5,3,4,4,4,4,1,3,inlier
41,0,4,0,13,1,3,4,3,4,4,4,5,4,3,3,3,4,3,3,3,1,3,4,3,4,4,4,3,3,4,3,5,2,5,1,3,2,4,4,4,4,3,4,4,4,2,2,3,inlier
33,0,0,0,8,1,1,2,1,3,3,3,1,2,1,3,1,5,1,1,3,1,1,4,1,4,5,4,1,1,1,1,1,3,4,2,5,5,1,1,2,4,2,5,1,1,4,1,2,inlier
50,0,0,1,25,1,3,2,5,5,5,2,3,3,4,4,4,3,4,2,3,3,3,4,3,4,3,4,5,3,4,4,5,2,2,2,4,3,4,4,3,3,3,3,5,3,2,2,3,outlier
53,0,1,0,2,1,3,4,4,4,4,3,5,4,3,4,3,3,4,3,3,4,4,3,3,5,5,5,4,3,4,4,4,3,4,3,4,4,5,5,4,3,3,3,5,5,2,3,3,inlier
41,0,0,1,15,1,4,4,5,5,3,3,4,4,3,3,3,5,3,3,3,2,3,4,3,5,5,5,2,1,2,3,5,1,1,1,3,1,3,3,2,5,3,3,4,4,4,1,1,inlier
38,0,0,0,10,1,4,4,4,5,4,2,3,4,3,3,4,3,3,3,3,2,4,3,4,4,4,5,2,3,2,2,4,3,4,2,4,5,2,3,4,4,3,3,3,3,3,1,3,inlier
56,0,0,0,15,1,5,5,5,5,2,4,3,3,4,4,2,5,3,3,3,3,2,4,4,5,5,5,2,2,4,4,4,1,3,4,5,4,4,4,4,4,4,4,4,4,4,2,3,inlier
45,0,0,0,10,1,5,4,5,4,5,5,5,5,4,5,3,3,5,4,4,3,2,1,3,5,4,4,3,3,4,4,5,4,5,4,4,1,4,4,4,3,3,5,4,5,5,3,3,outlier
42,0,4,0,8,1,3,3,3,5,4,2,5,4,2,2,3,3,1,3,3,1,2,4,4,5,5,5,3,3,3,2,4,1,1,2,3,3,2,1,2,2,2,2,3,4,4,1,2,inlier
45,0,0,0,15,1,3,3,2,4,4,3,4,4,3,3,3,4,2,3,2,2,2,3,3,3,3,4,2,2,2,2,4,3,4,3,4,4,3,3,4,4,4,4,2,3,3,2,2,inlier
42,0,0,1,18,1,5,5,5,5,5,3,4,3,4,4,4,3,3,3,3,4,2,3,3,4,2,3,3,2,4,4,3,1,1,2,5,3,4,4,3,3,3,3,2,3,2,1,1,inlier
49,0,0,0,16,1,3,4,3,4,4,3,3,3,3,3,3,4,2,3,3,1,2,3,3,4,4,4,2,1,4,4,4,3,2,1,4,4,3,3,4,4,4,3,3,3,3,1,3,inlier
48,0,5,0,10,1,2,2,2,4,5,1,2,3,2,3,3,2,2,2,2,1,1,3,1,3,3,3,2,2,2,1,3,2,1,1,4,4,2,1,2,2,2,1,1,2,1,1,1,inlier
35,0,0,1,11,1,3,3,3,5,4,3,4,4,4,4,3,2,3,2,3,1,3,5,3,4,5,5,1,2,3,3,4,1,2,1,4,1,3,3,4,4,3,4,2,4,3,1,4,inlier
32,0,0,1,6,1,3,2,3,3,5,4,4,4,3,3,4,5,3,4,4,3,4,3,2,4,5,4,2,4,3,3,2,5,5,4,5,4,4,4,4,3,4,4,3,2,4,2,5,outlier
43,0,4,0,10,1,3,3,4,3,3,3,4,4,2,3,2,5,2,3,3,1,2,3,3,5,5,5,3,2,4,3,2,2,2,2,2,2,3,3,3,3,3,3,3,2,4,2,3,outlier
43,0,2,1,5,1,2,4,3,4,4,2,3,4,3,4,3,2,4,4,2,3,4,3,2,5,5,5,4,4,5,5,4,2,5,4,4,3,4,4,4,3,2,4,4,3,3,1,4,inlier
32,0,0,0,3,1,5,5,5,3,5,4,5,4,4,4,5,5,3,5,3,1,3,4,2,5,5,5,5,5,4,4,4,5,5,5,3,1,5,5,4,1,3,5,5,5,5,5,1,outlier
38,0,0,1,4,1,2,2,2,5,4,5,4,4,2,3,3,5,1,1,2,1,2,2,4,5,5,5,1,1,2,2,3,3,5,4,2,2,2,2,2,2,2,2,2,5,5,3,2,outlier
33,0,4,0,12,1,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,inlier
46,0,0,0,10,1,2,2,3,5,4,3,4,3,3,3,4,5,3,2,3,2,3,4,3,4,4,4,1,1,2,2,3,2,2,2,3,3,3,3,2,3,2,2,2,4,4,1,2,inlier
56,0,0,0,10,1,2,3,3,5,4,3,4,3,3,3,3,3,2,2,1,1,2,4,2,4,4,4,1,1,1,2,3,2,4,2,4,4,2,2,4,3,4,4,2,2,3,1,1,inlier
42,0,0,1,14,1,4,4,3,5,4,3,4,4,4,3,3,4,3,3,1,1,3,5,3,5,3,5,2,1,4,3,4,1,1,2,2,2,3,2,3,3,2,1,3,3,5,1,1,inlier
42,0,4,1,14,1,2,3,3,5,4,2,4,3,4,4,3,2,4,3,3,2,2,4,1,5,4,4,2,2,3,2,3,1,2,2,4,3,2,2,4,3,3,4,4,3,4,2,2,inlier
46,0,2,1,22,1,3,4,4,5,4,3,4,4,5,5,5,2,5,2,3,2,5,5,4,5,5,5,1,1,3,4,5,1,1,2,5,4,4,4,2,5,5,3,4,3,3,1,2,inlier
47,0,4,1,23,1,3,3,3,4,4,4,3,3,3,3,3,3,3,4,2,2,2,3,2,4,3,3,1,1,3,3,3,2,2,3,2,1,2,3,4,4,3,4,2,4,3,1,1,inlier
55,0,1,0,20,1,4,3,4,5,4,5,4,4,3,4,3,3,4,3,3,1,2,3,4,4,4,5,3,3,3,4,4,1,2,2,4,3,3,3,3,3,3,3,3,4,4,1,5,inlier
59,0,5,0,15,1,3,3,3,3,3,1,3,3,2,2,2,3,3,3,3,1,1,1,2,2,2,5,1,3,2,1,2,1,1,1,3,2,2,2,3,3,5,4,1,1,2,1,2,inlier
34,0,0,0,4,1,2,4,4,4,4,4,4,4,2,2,2,1,4,4,2,4,1,2,2,5,4,5,1,1,2,2,4,5,5,4,5,5,3,4,2,5,5,5,2,4,4,1,2,inlier
39,0,4,0,3,1,5,5,5,5,5,5,5,5,4,3,2,4,4,3,2,5,2,5,3,5,5,5,5,1,4,4,4,1,1,1,3,3,5,5,4,4,4,5,5,5,5,5,2,outlier
49,0,4,1,21,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,3,4,5,5,3,3,4,4,4,5,5,5,4,4,4,4,2,2,2,5,4,4,4,3,4,inlier
36,0,0,1,9,1,4,4,4,5,4,3,3,3,4,4,2,2,3,2,2,2,2,4,3,4,5,4,2,2,4,2,4,3,3,2,4,3,4,4,4,4,3,3,3,3,2,1,2,inlier
33,0,4,0,2,1,3,3,4,3,3,3,4,3,3,3,3,2,3,3,2,2,4,3,3,4,3,3,1,1,3,2,3,2,1,1,4,2,2,3,3,3,3,3,3,3,3,1,1,inlier
49,0,5,0,8,1,3,4,3,4,3,2,4,3,3,3,2,4,2,3,2,2,2,3,3,3,4,4,2,1,2,2,3,2,2,2,4,4,3,3,4,4,3,3,3,3,4,1,2,inlier
47,0,4,1,24,1,2,2,2,4,4,4,2,3,3,3,2,4,2,1,3,1,1,2,1,3,1,4,1,1,1,1,1,3,3,1,3,4,2,1,4,2,2,2,1,3,3,1,2,inlier
40,0,0,1,15,1,5,4,5,5,5,5,5,5,5,5,5,3,4,5,5,1,3,1,2,5,5,5,1,1,1,1,5,1,2,5,2,1,3,3,4,2,2,2,2,4,5,1,1,inlier
40,0,0,1,18,1,3,3,3,5,4,5,4,4,4,4,3,3,3,3,5,1,3,4,3,4,4,5,1,1,1,1,3,1,2,5,5,4,3,3,4,2,2,2,4,4,4,1,1,inlier
38,0,5,0,10,1,3,3,3,4,4,3,3,3,4,4,4,3,3,3,3,1,3,3,3,4,4,4,1,1,2,2,3,1,2,1,4,3,3,3,4,4,4,4,2,2,2,1,1,inlier
44,0,5,0,12,1,2,3,1,3,2,5,4,3,2,5,4,5,5,5,3,1,1,2,1,4,5,3,1,1,1,1,1,1,1,2,4,2,1,1,5,4,3,3,1,2,3,1,1,inlier
36,0,5,0,8,1,3,3,3,5,3,2,4,5,5,5,4,2,4,4,4,1,3,3,2,5,5,5,1,1,2,2,4,1,1,1,4,3,4,3,5,4,4,4,3,3,3,1,2,inlier
40,0,1,0,8,1,2,2,3,3,3,3,4,3,3,3,2,3,3,4,4,2,2,4,2,4,5,5,2,1,2,2,2,2,3,2,4,3,3,3,5,5,5,5,4,4,4,1,3,inlier
40,0,4,0,13,1,4,3,4,3,3,4,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,2,3,3,4,4,4,4,3,4,4,3,2,inlier
37,0,4,0,8,1,3,2,3,4,4,4,2,3,3,2,3,3,3,4,3,2,4,4,4,4,4,5,3,2,3,3,4,2,5,4,3,3,3,4,4,2,2,2,3,4,2,2,4,inlier
41,0,0,0,12,1,3,4,4,5,5,3,4,3,2,3,2,3,2,3,3,1,3,3,3,5,4,4,2,1,3,3,4,1,2,1,3,1,2,3,4,2,5,3,3,4,4,1,1,inlier
44,0,5,1,16,1,4,3,3,3,5,4,5,5,3,3,3,4,4,3,4,1,1,2,1,4,4,4,1,1,1,1,3,1,1,1,1,1,1,1,3,2,2,5,1,3,4,1,1,inlier
63,0,0,1,35,1,2,3,3,4,4,2,3,3,3,3,2,3,3,2,2,1,2,4,3,4,4,4,2,1,3,2,3,1,3,4,4,4,3,3,3,4,3,5,3,3,3,1,2,inlier
38,0,5,1,35,1,4,4,4,5,5,2,5,5,4,4,4,4,4,4,4,1,3,2,4,4,4,4,1,2,2,1,4,1,1,1,4,4,2,2,3,2,4,5,3,5,5,1,2,inlier
54,0,1,1,7,1,3,4,4,4,4,4,5,4,3,3,2,2,3,3,3,1,2,2,4,3,4,4,2,1,3,2,4,1,2,1,5,5,3,3,4,4,4,4,4,5,5,1,1,inlier
36,0,0,0,6,1,5,3,4,5,4,3,5,4,4,5,4,2,5,3,4,4,2,2,3,5,5,5,3,1,4,5,4,5,5,5,3,2,4,5,3,3,4,2,5,5,5,2,1,inlier
46,0,0,0,12,1,4,4,5,5,4,4,4,4,4,4,4,2,3,4,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,2,5,5,4,4,5,5,5,5,3,4,5,1,4,inlier
42,0,0,1,18,1,3,3,5,5,5,3,4,4,4,4,4,3,4,3,3,3,3,3,3,5,5,5,1,1,3,2,3,1,3,2,4,2,3,3,4,4,4,4,5,4,4,1,3,inlier
45,0,5,1,15,1,4,3,3,5,4,3,4,4,3,3,3,5,2,2,3,2,1,2,1,3,3,3,1,1,2,2,3,2,2,2,2,1,1,3,3,3,3,3,3,1,5,1,1,inlier
43,0,0,0,9,1,4,3,3,4,4,3,4,3,4,4,3,5,4,3,3,1,3,4,3,5,4,5,2,1,2,1,3,1,2,1,4,4,2,2,4,5,5,4,2,2,4,1,2,inlier
47,0,5,0,9,1,2,2,2,3,3,3,3,3,2,3,2,5,3,2,2,2,2,4,2,3,4,4,1,1,2,2,2,4,4,3,3,4,2,2,5,5,5,3,2,2,4,1,2,inlier
45,0,1,0,4,1,3,2,2,4,4,3,4,4,2,3,3,4,1,1,2,1,2,4,2,3,5,5,2,2,1,1,2,1,2,2,4,2,1,2,3,3,3,3,3,4,4,1,4,inlier
41,0,1,1,11,1,4,3,3,5,5,4,5,5,2,3,3,3,2,4,3,1,2,3,4,5,5,4,2,1,2,2,3,1,3,2,4,3,3,3,4,4,3,2,4,5,5,1,1,inlier
39,0,4,0,9,1,4,4,5,4,4,3,5,5,4,4,3,3,4,3,3,3,4,5,5,5,5,5,4,1,5,5,5,4,3,1,5,5,5,5,4,5,5,4,5,5,5,1,4,inlier
37,0,0,0,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,inlier
40,0,1,1,12,1,2,3,2,2,3,4,4,4,2,3,4,5,3,4,3,2,4,4,4,2,2,2,2,3,2,1,3,1,1,1,3,4,2,2,3,3,3,3,3,2,4,3,2,inlier
69,0,4,0,10,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,4,3,3,3,3,3,inlier
38,0,4,0,4,1,2,3,3,4,4,4,5,5,3,4,4,3,4,3,4,5,3,2,3,5,5,5,3,1,3,3,5,5,3,5,3,3,3,5,5,3,5,3,5,5,3,1,5,inlier
30,0,0,1,6,1,4,3,4,5,5,5,5,5,4,4,3,3,2,3,3,1,2,2,4,5,5,5,1,1,3,4,4,5,5,5,4,5,3,3,5,5,5,5,5,5,5,4,5,inlier
34,0,4,1,10,1,5,4,5,5,5,4,5,4,3,4,4,2,2,2,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,5,5,3,4,4,3,5,5,3,4,5,outlier
51,0,4,1,23,1,3,3,2,4,3,4,4,4,4,3,2,3,4,2,5,3,3,3,3,5,5,5,2,2,3,3,3,4,4,4,4,4,3,3,5,4,3,4,3,4,3,1,4,inlier
44,0,0,0,10,1,2,3,2,2,2,3,3,2,1,1,1,1,2,3,2,1,1,1,1,5,4,4,1,2,1,1,1,4,5,3,5,1,3,1,5,5,5,5,3,3,3,2,1,inlier
44,0,0,1,13,1,2,2,2,4,3,3,2,2,4,4,3,4,3,2,2,1,1,2,2,4,3,4,1,1,2,1,2,1,3,1,1,1,2,2,5,5,5,5,1,2,2,1,1,inlier
41,0,3,0,10,1,3,4,3,5,5,3,4,4,4,4,4,3,3,4,2,2,4,4,4,4,3,5,2,4,4,4,4,1,2,2,4,5,3,3,4,2,5,3,2,3,3,1,3,outlier
41,0,1,0,6,1,2,2,3,5,5,5,3,5,2,3,3,3,3,4,4,1,2,2,2,5,4,5,1,1,1,1,2,3,4,4,4,4,1,2,5,3,3,4,2,2,3,1,4,inlier
47,0,0,0,7,1,4,3,4,5,5,4,5,4,3,4,4,2,3,3,3,4,3,4,3,4,4,5,3,2,4,4,3,2,2,2,5,5,3,3,5,2,2,3,3,4,4,2,3,outlier
34,0,4,1,12,1,5,5,3,4,4,5,5,4,3,3,3,4,4,4,4,1,4,4,4,5,5,5,2,2,2,1,5,2,3,1,3,1,2,2,4,3,3,4,4,4,4,2,1,inlier
41,0,2,0,3,1,2,2,2,3,4,4,4,4,2,2,2,3,2,2,2,2,2,3,2,3,3,3,2,2,2,2,3,2,2,3,4,3,2,2,3,2,2,3,2,2,2,2,2,inlier
42,0,0,1,14,1,2,2,2,4,4,4,3,3,2,2,2,1,3,2,2,1,1,1,2,5,5,5,1,2,2,2,2,3,3,2,1,1,2,2,5,3,2,4,2,4,5,3,3,inlier
42,0,2,0,6,1,5,4,4,5,5,3,4,4,4,4,4,2,4,4,3,4,4,5,4,5,5,5,4,3,4,4,5,2,2,1,5,3,5,4,4,4,4,4,4,4,4,1,4,inlier
39,0,4,0,12,1,4,4,4,5,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,4,outlier
51,0,0,1,27,1,3,4,4,5,4,3,3,3,4,4,3,3,3,3,3,2,2,4,3,4,4,4,1,1,2,2,4,2,2,2,4,4,3,3,2,3,2,4,1,1,2,1,1,inlier
